d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,coordinates of geographic center,population
1872,48329,TX,Midland County,3,15599,Point(-99.3312 31.4757),27469114
1873,54061,WV,Monongalia County,3,18202,Point(-80.6227 38.6409),1844128
1874,13201,GA,Miller County,8,1340,Point(-83.437611111 32.662027777),10214860
1875,45031,SC,Darlington County,3,13878,Point(-80.8964 33.9169),4896146
1876,29107,MO,Lafayette County,1,4057,Point(-92.458 38.3566),6083672
1877,48313,TX,Madison County,6,1993,Point(-99.3312 31.4757),27469114
1878,36101,NY,Steuben County,4,12546,Point(-75.5268 42.9538),19795791
1879,29075,MO,Gentry County,8,952,Point(-92.458 38.3566),6083672
1880,55103,WI,Richland County,6,2296,Point(-89.9941 44.6243),5771337
1881,33009,NH,Grafton County,5,8463,Point(-71.5811 43.6805),1330608
1882,29027,MO,Callaway County,3,4754,Point(-92.458 38.3566),6083672
1883,23001,ME,Androscoggin County,3,13210,Point(-69.2428 45.3695),1328361
1884,48101,TX,Cottle County,9,300,Point(-99.3312 31.4757),27469114
1885,38079,ND,Rolette County,9,3861,Point(-100.4659 47.4501),756927
1886,48417,TX,Shackelford County,8,489,Point(-99.3312 31.4757),27469114
1887,40099,OK,Murray County,7,1816,Point(-97.4943 35.5889),3911338
1888,45027,SC,Clarendon County,6,8045,Point(-80.8964 33.9169),4896146
1889,46055,SD,Haakon County,8,209,,1394928
1890,13049,GA,Charlton County,6,2725,Point(-83.437611111 32.662027777),10214860
1891,18133,IN,Putnam County,1,4080,Point(-86.2816 39.8942),6619680
1892,47177,TN,Warren County,6,7736,Point(-86.3505 35.858),6600299
1893,42105,PA,Potter County,9,2335,Point(-77.7996 40.8781),12802503
1894,41049,OR,Morrow County,6,1668,Point(-120.5583 43.9336),4028977
1895,4012,AZ,La Paz County,6,4976,Point(-111.6602 34.2744),6828065
1896,27051,MN,Grant County,9,700,Point(-94.3053 46.2807),5489594
1897,47157,TN,Shelby County,1,190199,Point(-86.3505 35.858),6600299
1898,18105,IN,Monroe County,3,30977,Point(-86.2816 39.8942),6619680
1899,19047,IA,Crawford County,6,2345,Point(-93.496 42.0751),3046355
1900,51175,VA,Southampton County,6,2544,Point(-78.8537 37.5215),8382993
1901,46091,SD,Marshall County,9,508,,1394928
1902,48431,TX,Sterling County,8,169,Point(-99.3312 31.4757),27469114
1903,29117,MO,Livingston County,6,2350,Point(-92.458 38.3566),6083672
1904,40047,OK,Garfield County,5,8920,Point(-97.4943 35.5889),3911338
1905,41013,OR,Crook County,6,3192,Point(-120.5583 43.9336),4028977
1906,54051,WV,Marshall County,3,5445,Point(-80.6227 38.6409),1844128
1907,5085,AR,Lonoke County,2,8881,Point(-92.4426 34.8938),2978204
1908,37161,NC,Rutherford County,4,12096,Point(-79.5 35.5),10042802
1909,47051,TN,Franklin County,6,6143,Point(-86.3505 35.858),6600299
1910,39073,OH,Hocking County,6,4054,Point(-82.7937 40.2862),11613423
1911,27015,MN,Brown County,7,1993,Point(-94.3053 46.2807),5489594
1912,18003,IN,Allen County,2,54642,Point(-86.2816 39.8942),6619680
1913,19071,IA,Fremont County,8,790,Point(-93.496 42.0751),3046355
1914,31161,NE,Sheridan County,9,831,Point(-99.7951 41.5378),1896190
1915,27157,MN,Wabasha County,3,1595,Point(-94.3053 46.2807),5489594
1916,36047,NY,Kings County,1,535092,Point(-75.5268 42.9538),19795791
1917,46075,SD,Jones County,9,120,,1394928
1918,40061,OK,Haskell County,6,2673,Point(-97.4943 35.5889),3911338
1919,30015,MT,Chouteau County,8,895,Point(-109.6333 47.0527),1032949
1920,47101,TN,Lewis County,6,2163,Point(-86.3505 35.858),6600299
1921,53055,WA,San Juan County,9,1599,Point(-120.4472 47.3826),7170351
1922,18021,IN,Clay County,3,3666,Point(-86.2816 39.8942),6619680
1923,29045,MO,Clark County,9,1020,Point(-92.458 38.3566),6083672
1924,49021,UT,Iron County,4,9021,Point(-111.6703 39.3055),2763885
1925,20079,KS,Harvey County,2,3528,Point(-98.3804 38.4937),2911641
1926,28059,MS,Jackson County,3,24525,Point(-89.6678 32.7364),2992333
1927,31121,NE,Merrick County,7,797,Point(-99.7951 41.5378),1896190
1928,20047,KS,Edwards County,9,325,Point(-98.3804 38.4937),2911641
1929,13147,GA,Hart County,6,4286,Point(-83.437611111 32.662027777),10214860
1930,40117,OK,Pawnee County,2,2696,Point(-97.4943 35.5889),3911338
1931,40143,OK,Tulsa County,2,99417,Point(-97.4943 35.5889),3911338
1932,46121,SD,Todd County,9,4928,,1394928
1933,37157,NC,Rockingham County,2,16352,Point(-79.5 35.5),10042802
1934,5123,AR,St. Francis County,6,6973,Point(-92.4426 34.8938),2978204
1935,18079,IN,Jennings County,6,3478,Point(-86.2816 39.8942),6619680
1936,53043,WA,Lincoln County,8,1279,Point(-120.4472 47.3826),7170351
1937,27005,MN,Becker County,6,4200,Point(-94.3053 46.2807),5489594
1938,46107,SD,Potter County,9,219,,1394928
1939,1053,AL,Escambia County,6,8020,Point(-86.8287 32.7794),4858979
1940,54065,WV,Morgan County,3,2079,Point(-80.6227 38.6409),1844128
1941,37027,NC,Caldwell County,2,13697,Point(-79.5 35.5),10042802
1942,31009,NE,Blaine County,9,75,Point(-99.7951 41.5378),1896190
1943,30061,MT,Mineral County,8,737,Point(-109.6333 47.0527),1032949
1944,16085,ID,Valley County,8,998,Point(-114.613 44.3509),1654930
1945,28013,MS,Calhoun County,7,3146,Point(-89.6678 32.7364),2992333
1946,21021,KY,Boyle County,7,4562,Point(-85.3021 37.5347),4425092
1947,23011,ME,Kennebec County,4,16479,Point(-69.2428 45.3695),1328361
1948,31105,NE,Kimball County,6,468,Point(-99.7951 41.5378),1896190
1949,21107,KY,Hopkins County,4,8154,Point(-85.3021 37.5347),4425092
1950,1067,AL,Henry County,3,3159,Point(-86.8287 32.7794),4858979
1951,38039,ND,Griggs County,9,213,Point(-100.4659 47.4501),756927
1952,48303,TX,Lubbock County,3,55089,Point(-99.3312 31.4757),27469114
1953,27143,MN,Sibley County,8,1328,Point(-94.3053 46.2807),5489594
1954,1083,AL,Limestone County,2,11511,Point(-86.8287 32.7794),4858979
1955,36109,NY,Tompkins County,3,17022,Point(-75.5268 42.9538),19795791
1956,46119,SD,Sully County,9,102,,1394928
1957,45079,SC,Richland County,2,61910,Point(-80.8964 33.9169),4896146
1958,48423,TX,Smith County,3,34487,Point(-99.3312 31.4757),27469114
1959,51660,VA,Harrisonburg city,3,12919,Point(-78.8537 37.5215),8382993
1960,38041,ND,Hettinger County,9,256,Point(-100.4659 47.4501),756927
1961,38003,ND,Barnes County,6,1137,Point(-100.4659 47.4501),756927
1962,17041,IL,Douglas County,6,1895,Point(-89.1965 40.0417),12859995
1963,22051,LA,Jefferson Parish,1,69610,,3976322
1964,1057,AL,Fayette County,6,3307,Point(-86.8287 32.7794),4858979
1965,13121,GA,Fulton County,1,159400,Point(-83.437611111 32.662027777),10214860
1966,17153,IL,Pulaski County,9,1183,Point(-89.1965 40.0417),12859995
1967,42057,PA,Fulton County,8,1527,Point(-77.7996 40.8781),12802503
1968,13227,GA,Pickens County,1,3447,Point(-83.437611111 32.662027777),10214860
1969,26067,MI,Ionia County,2,8487,Point(-85.4102 44.3467),9922576
1970,26153,MI,Schoolcraft County,7,1162,Point(-85.4102 44.3467),9922576
1971,48283,TX,La Salle County,6,1561,Point(-99.3312 31.4757),27469114
1972,47109,TN,McNairy County,6,5623,Point(-86.3505 35.858),6600299
1973,27149,MN,Stevens County,7,969,Point(-94.3053 46.2807),5489594
1974,26159,MI,Van Buren County,2,12282,Point(-85.4102 44.3467),9922576
1975,6111,CA,Ventura County,2,81792,Point(-119.4696 37.1841),39144818
1976,16013,ID,Blaine County,7,2128,Point(-114.613 44.3509),1654930
1977,13281,GA,Towns County,9,1558,Point(-83.437611111 32.662027777),10214860
1978,56001,WY,Albany County,4,6229,Point(-107.5512 42.9957),586107
1979,26015,MI,Barry County,2,4932,Point(-85.4102 44.3467),9922576
1980,22063,LA,Livingston Parish,2,17396,,3976322
1981,37043,NC,Clay County,9,1647,Point(-79.5 35.5),10042802
1982,18059,IN,Hancock County,1,5327,Point(-86.2816 39.8942),6619680
1983,18089,IN,Lake County,1,79529,Point(-86.2816 39.8942),6619680
1984,49015,UT,Emery County,9,1263,Point(-111.6703 39.3055),2763885
1985,32019,NV,Lyon County,6,6289,Point(-116.6312 39.3289),2890845
1986,1117,AL,Shelby County,1,16406,Point(-86.8287 32.7794),4858979
1987,17085,IL,Jo Daviess County,6,2145,Point(-89.1965 40.0417),12859995
1988,23021,ME,Piscataquis County,8,3136,Point(-69.2428 45.3695),1328361
1989,45001,SC,Abbeville County,6,3689,Point(-80.8964 33.9169),4896146
1990,17007,IL,Boone County,2,5071,Point(-89.1965 40.0417),12859995
1991,26157,MI,Tuscola County,6,7148,Point(-85.4102 44.3467),9922576
1992,27159,MN,Wadena County,7,1952,Point(-94.3053 46.2807),5489594
1993,48443,TX,Terrell County,9,152,Point(-99.3312 31.4757),27469114
1994,48475,TX,Ward County,6,1464,Point(-99.3312 31.4757),27469114
1995,39011,OH,Auglaize County,4,4165,Point(-82.7937 40.2862),11613423
1996,54073,WV,Pleasants County,3,987,Point(-80.6227 38.6409),1844128
1997,20115,KS,Marion County,6,1271,Point(-98.3804 38.4937),2911641
1998,51595,VA,Emporia city,6,1172,Point(-78.8537 37.5215),8382993
1999,26049,MI,Genesee County,2,81761,Point(-85.4102 44.3467),9922576
2000,20045,KS,Douglas County,3,17501,Point(-98.3804 38.4937),2911641
2001,48293,TX,Limestone County,6,4608,Point(-99.3312 31.4757),27469114
2002,26109,MI,Menominee County,7,2965,Point(-85.4102 44.3467),9922576
2003,47183,TN,Weakley County,7,6591,Point(-86.3505 35.858),6600299
2004,54047,WV,McDowell County,7,6882,Point(-80.6227 38.6409),1844128
2005,41057,OR,Tillamook County,6,3300,Point(-120.5583 43.9336),4028977
2006,47153,TN,Sequatchie County,2,2598,Point(-86.3505 35.858),6600299
2007,48127,TX,Dimmit County,6,2940,Point(-99.3312 31.4757),27469114
2008,22071,LA,Orleans Parish,1,91421,,3976322
2009,48049,TX,Brown County,5,6217,Point(-99.3312 31.4757),27469114
2010,18031,IN,Decatur County,6,3021,Point(-86.2816 39.8942),6619680
2011,48497,TX,Wise County,1,7591,Point(-99.3312 31.4757),27469114
2012,21071,KY,Floyd County,7,11137,Point(-85.3021 37.5347),4425092
2013,18109,IN,Morgan County,1,7254,Point(-86.2816 39.8942),6619680
2014,29139,MO,Montgomery County,8,1739,Point(-92.458 38.3566),6083672
2015,37111,NC,McDowell County,6,8050,Point(-79.5 35.5),10042802
2016,47093,TN,Knox County,2,65480,Point(-86.3505 35.858),6600299
2017,40039,OK,Custer County,7,4984,Point(-97.4943 35.5889),3911338
2018,39059,OH,Guernsey County,6,7161,Point(-82.7937 40.2862),11613423
2019,13267,GA,Tattnall County,6,6108,Point(-83.437611111 32.662027777),10214860
2020,2164,AK,Lake and Peninsula Borough,9,325,Point(-152.2782 64.0685),738432
2021,49031,UT,Piute County,9,253,Point(-111.6703 39.3055),2763885
2022,27001,MN,Aitkin County,8,2010,Point(-94.3053 46.2807),5489594
2023,55075,WI,Marinette County,6,4916,Point(-89.9941 44.6243),5771337
2024,20065,KS,Graham County,9,311,Point(-98.3804 38.4937),2911641
2025,28019,MS,Choctaw County,9,1881,Point(-89.6678 32.7364),2992333
2026,30111,MT,Yellowstone County,3,13581,Point(-109.6333 47.0527),1032949
2027,51155,VA,Pulaski County,3,4758,Point(-78.8537 37.5215),8382993
2028,22003,LA,Allen Parish,6,4588,,3976322
2029,5089,AR,Marion County,9,3342,Point(-92.4426 34.8938),2978204
2030,56009,WY,Converse County,6,1272,Point(-107.5512 42.9957),586107
2031,18167,IN,Vigo County,3,17567,Point(-86.2816 39.8942),6619680
2032,12031,FL,Duval County,1,131327,Point(-82.4497 28.6305),20271272
2033,1013,AL,Butler County,6,4880,Point(-86.8287 32.7794),4858979
2034,38035,ND,Grand Forks County,3,9318,Point(-100.4659 47.4501),756927
2035,20123,KS,Mitchell County,7,712,Point(-98.3804 38.4937),2911641
2036,19079,IA,Hamilton County,6,1383,Point(-93.496 42.0751),3046355
2037,18087,IN,Lagrange County,6,3851,Point(-86.2816 39.8942),6619680
2038,20055,KS,Finney County,5,5155,Point(-98.3804 38.4937),2911641
2039,13175,GA,Laurens County,6,11931,Point(-83.437611111 32.662027777),10214860
2040,6001,CA,Alameda County,1,173386,Point(-119.4696 37.1841),39144818
2041,5117,AR,Prairie County,8,1441,Point(-92.4426 34.8938),2978204
2042,29093,MO,Iron County,6,2184,Point(-92.458 38.3566),6083672
2043,13141,GA,Hancock County,7,2453,Point(-83.437611111 32.662027777),10214860
2044,46033,SD,Custer County,8,882,,1394928
2045,13221,GA,Oglethorpe County,3,2272,Point(-83.437611111 32.662027777),10214860
2046,19061,IA,Dubuque County,3,9738,Point(-93.496 42.0751),3046355
2047,22073,LA,Ouachita Parish,3,37014,,3976322
2048,27007,MN,Beltrami County,7,8070,Point(-94.3053 46.2807),5489594
2049,22009,LA,Avoyelles Parish,6,9758,,3976322
2050,26125,MI,Oakland County,1,106650,Point(-85.4102 44.3467),9922576
2051,12027,FL,DeSoto County,6,9323,Point(-82.4497 28.6305),20271272
2052,35003,NM,Catron County,9,810,Point(-106.1126 34.4071),2085109
2053,49019,UT,Grand County,7,1202,Point(-111.6703 39.3055),2763885
2054,38047,ND,Logan County,9,238,Point(-100.4659 47.4501),756927
2055,36073,NY,Orleans County,1,5905,Point(-75.5268 42.9538),19795791
2056,10003,DE,New Castle County,1,61319,Point(-75.505 38.9896),945934
2057,19099,IA,Jasper County,6,3542,Point(-93.496 42.0751),3046355
2058,24031,MD,Montgomery County,1,71252,Point(-76.7909 39.055),6006401
2059,47007,TN,Bledsoe County,8,2889,Point(-86.3505 35.858),6600299
2060,48415,TX,Scurry County,7,2377,Point(-99.3312 31.4757),27469114
2061,48011,TX,Armstrong County,3,197,Point(-99.3312 31.4757),27469114
2062,29009,MO,Barry County,6,7560,Point(-92.458 38.3566),6083672
2063,18173,IN,Warrick County,2,4615,Point(-86.2816 39.8942),6619680
2064,19033,IA,Cerro Gordo County,5,4907,Point(-93.496 42.0751),3046355
2065,1109,AL,Pike County,6,7793,Point(-86.8287 32.7794),4858979
2066,37073,NC,Gates County,8,1731,Point(-79.5 35.5),10042802
2067,48379,TX,Rains County,8,1657,Point(-99.3312 31.4757),27469114
2068,42045,PA,Delaware County,1,58546,Point(-77.7996 40.8781),12802503
2069,31107,NE,Knox County,9,1076,Point(-99.7951 41.5378),1896190
2070,51735,VA,Poquoson city,1,650,Point(-78.8537 37.5215),8382993
2071,21001,KY,Adair County,7,4633,Point(-85.3021 37.5347),4425092
2072,42041,PA,Cumberland County,2,18620,Point(-77.7996 40.8781),12802503
2073,27173,MN,Yellow Medicine County,9,963,Point(-94.3053 46.2807),5489594
2074,18155,IN,Switzerland County,8,1780,Point(-86.2816 39.8942),6619680
2075,51580,VA,Covington city,6,862,Point(-78.8537 37.5215),8382993
2076,8091,CO,Ouray County,9,426,Point(-105.5478 38.9972),5456574
2077,48491,TX,Williamson County,1,30201,Point(-99.3312 31.4757),27469114
2078,13095,GA,Dougherty County,3,26389,Point(-83.437611111 32.662027777),10214860
2079,18063,IN,Hendricks County,1,9008,Point(-86.2816 39.8942),6619680
2080,20139,KS,Osage County,3,1707,Point(-98.3804 38.4937),2911641
2081,21005,KY,Anderson County,6,2335,Point(-85.3021 37.5347),4425092
2082,51630,VA,Fredericksburg city,1,3755,Point(-78.8537 37.5215),8382993
2083,40009,OK,Beckham County,7,3515,Point(-97.4943 35.5889),3911338
2084,12023,FL,Columbia County,6,11449,Point(-82.4497 28.6305),20271272
2085,27151,MN,Swift County,7,942,Point(-94.3053 46.2807),5489594
2086,31153,NE,Sarpy County,2,10294,Point(-99.7951 41.5378),1896190
2087,21199,KY,Pulaski County,5,11876,Point(-85.3021 37.5347),4425092
2088,12055,FL,Highlands County,4,19035,Point(-82.4497 28.6305),20271272
2089,5083,AR,Logan County,6,3867,Point(-92.4426 34.8938),2978204
2090,51163,VA,Rockbridge County,6,2735,Point(-78.8537 37.5215),8382993
2091,22001,LA,Acadia Parish,4,14228,,3976322
2092,19131,IA,Mitchell County,7,1064,Point(-93.496 42.0751),3046355
2093,20169,KS,Saline County,5,6426,Point(-98.3804 38.4937),2911641
2094,48125,TX,Dickens County,8,406,Point(-99.3312 31.4757),27469114
2095,17145,IL,Perry County,7,2953,Point(-89.1965 40.0417),12859995
2096,21031,KY,Butler County,8,2234,Point(-85.3021 37.5347),4425092
2097,47061,TN,Grundy County,8,2969,Point(-86.3505 35.858),6600299
2098,48237,TX,Jack County,6,1315,Point(-99.3312 31.4757),27469114
2099,49017,UT,Garfield County,9,524,Point(-111.6703 39.3055),2763885
2100,36115,NY,Washington County,3,6479,Point(-75.5268 42.9538),19795791
2101,51840,VA,Winchester city,3,3966,Point(-78.8537 37.5215),8382993
2102,24035,MD,Queen Anne's County,1,3528,Point(-76.7909 39.055),6006401
2103,38013,ND,Burke County,9,196,Point(-100.4659 47.4501),756927
2104,1049,AL,DeKalb County,6,14362,Point(-86.8287 32.7794),4858979
2105,54007,WV,Braxton County,8,2998,Point(-80.6227 38.6409),1844128
2106,40003,OK,Alfalfa County,9,750,Point(-97.4943 35.5889),3911338
2107,40107,OK,Okfuskee County,6,2792,Point(-97.4943 35.5889),3911338
2108,46109,SD,Roberts County,9,1801,,1394928
2109,19185,IA,Wayne County,9,1134,Point(-93.496 42.0751),3046355
2110,51015,VA,Augusta County,4,6590,Point(-78.8537 37.5215),8382993
2111,20113,KS,McPherson County,6,2704,Point(-98.3804 38.4937),2911641
2112,53047,WA,Okanogan County,6,8082,Point(-120.4472 47.3826),7170351
2113,55129,WI,Washburn County,6,1953,Point(-89.9941 44.6243),5771337
2114,13007,GA,Baker County,3,871,Point(-83.437611111 32.662027777),10214860
2115,48219,TX,Hockley County,6,3817,Point(-99.3312 31.4757),27469114
2116,42131,PA,Wyoming County,2,3021,Point(-77.7996 40.8781),12802503
2117,40127,OK,Pushmataha County,9,2402,Point(-97.4943 35.5889),3911338
2118,20109,KS,Logan County,9,275,Point(-98.3804 38.4937),2911641
2119,48367,TX,Parker County,1,11838,Point(-99.3312 31.4757),27469114
2120,55031,WI,Douglas County,2,5733,Point(-89.9941 44.6243),5771337
2121,27049,MN,Goodhue County,4,3513,Point(-94.3053 46.2807),5489594
2122,37101,NC,Johnston County,2,25065,Point(-79.5 35.5),10042802
2123,20107,KS,Linn County,1,1569,Point(-98.3804 38.4937),2911641
2124,16043,ID,Fremont County,6,2062,Point(-114.613 44.3509),1654930
2125,36065,NY,Oneida County,2,35553,Point(-75.5268 42.9538),19795791
2126,48047,TX,Brooks County,6,2299,Point(-99.3312 31.4757),27469114
2127,30107,MT,Wheatland County,9,390,Point(-109.6333 47.0527),1032949
2128,41039,OR,Lane County,2,66339,Point(-120.5583 43.9336),4028977
2129,35006,NM,Cibola County,6,6712,Point(-106.1126 34.4071),2085109
2130,28071,MS,Lafayette County,6,9851,Point(-89.6678 32.7364),2992333
2131,51620,VA,Franklin city,6,1491,Point(-78.8537 37.5215),8382993
2132,21053,KY,Clinton County,9,2538,Point(-85.3021 37.5347),4425092
2133,37089,NC,Henderson County,2,13707,Point(-79.5 35.5),10042802
2134,46007,SD,Bennett County,9,1159,,1394928
2135,5041,AR,Desha County,6,3125,Point(-92.4426 34.8938),2978204
2136,47073,TN,Hawkins County,3,10717,Point(-86.3505 35.858),6600299
2137,27079,MN,Le Sueur County,6,2289,Point(-94.3053 46.2807),5489594
2138,12083,FL,Marion County,2,58992,Point(-82.4497 28.6305),20271272
2139,19089,IA,Howard County,7,900,Point(-93.496 42.0751),3046355
2140,30095,MT,Stillwater County,8,784,Point(-109.6333 47.0527),1032949
2141,20205,KS,Wilson County,7,1402,Point(-98.3804 38.4937),2911641
2142,12095,FL,Orange County,1,209800,Point(-82.4497 28.6305),20271272
2143,12063,FL,Jackson County,6,9045,Point(-82.4497 28.6305),20271272
2144,40069,OK,Johnston County,7,2355,Point(-97.4943 35.5889),3911338
2145,48289,TX,Leon County,8,3090,Point(-99.3312 31.4757),27469114
2146,18041,IN,Fayette County,7,4071,Point(-86.2816 39.8942),6619680
2147,40075,OK,Kiowa County,6,1981,Point(-97.4943 35.5889),3911338
2148,1021,AL,Chilton County,1,7960,Point(-86.8287 32.7794),4858979
2149,48025,TX,Bee County,4,6798,Point(-99.3312 31.4757),27469114
2150,39159,OH,Union County,1,3194,Point(-82.7937 40.2862),11613423
2151,36025,NY,Delaware County,6,7613,Point(-75.5268 42.9538),19795791
2152,19021,IA,Buena Vista County,7,2338,Point(-93.496 42.0751),3046355
2153,51165,VA,Rockingham County,3,7575,Point(-78.8537 37.5215),8382993
2154,4007,AZ,Gila County,4,10678,Point(-111.6602 34.2744),6828065
2155,5047,AR,Franklin County,2,3103,Point(-92.4426 34.8938),2978204
2156,45077,SC,Pickens County,2,17297,Point(-80.8964 33.9169),4896146
2157,54101,WV,Webster County,9,2564,Point(-80.6227 38.6409),1844128
2158,37033,NC,Caswell County,8,4265,Point(-79.5 35.5),10042802
2159,47169,TN,Trousdale County,1,1244,Point(-86.3505 35.858),6600299
2160,37097,NC,Iredell County,4,18166,Point(-79.5 35.5),10042802
2161,42027,PA,Centre County,3,24173,Point(-77.7996 40.8781),12802503
2162,36087,NY,Rockland County,1,46260,Point(-75.5268 42.9538),19795791
2163,31021,NE,Burt County,8,683,Point(-99.7951 41.5378),1896190
2164,13273,GA,Terrell County,3,2695,Point(-83.437611111 32.662027777),10214860
2165,36071,NY,Orange County,2,46624,Point(-75.5268 42.9538),19795791
2166,26105,MI,Mason County,7,4355,Point(-85.4102 44.3467),9922576
