d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,population,short name
3106,13187,GA,Lumpkin County,6,4711,10214860,GA
3107,51191,VA,Washington County,3,7744,8382993,VA
3108,18113,IN,Noble County,6,5308,6619680,IN
3109,42125,PA,Washington County,1,19752,12802503,PA
3110,1043,AL,Cullman County,6,12133,4858979,AL
3111,13157,GA,Jackson County,6,8097,10214860,GA
3112,23027,ME,Waldo County,6,5514,1328361,ME
3113,45029,SC,Colleton County,6,8774,4896146,SC
3114,20147,KS,Phillips County,7,673,2911641,KS
3115,25009,MA,Essex County,1,81646,6794422,MA
3116,47023,TN,Chester County,3,2573,6600299,TN
3117,51081,VA,Greensville County,6,2119,8382993,VA
3118,29077,MO,Greene County,2,45710,6083672,MO
3119,46073,SD,Jerauld County,9,240,1394928,
3120,18157,IN,Tippecanoe County,3,30478,6619680,IN
3121,31075,NE,Grant County,9,64,1896190,NE
3122,5049,AR,Fulton County,9,2767,2978204,AR
3123,51610,VA,Falls Church city,1,509,8382993,VA
3124,40021,OK,Cherokee County,6,10863,3911338,OK
3125,29011,MO,Barton County,6,1899,6083672,MO
3126,12033,FL,Escambia County,2,45044,20271272,Fla.
3127,26027,MI,Cass County,2,6579,9922576,MI
3128,13171,GA,Lamar County,1,3142,10214860,GA
3129,40089,OK,McCurtain County,7,8299,3911338,OK
3130,30093,MT,Silver Bow County,5,5193,1032949,MT
3131,55101,WI,Racine County,3,25798,5771337,WI
3132,21217,KY,Taylor County,7,5098,4425092,KY
3133,22047,LA,Iberville Parish,2,6615,3976322,LA
3134,26139,MI,Ottawa County,3,24520,9922576,MI
3135,19155,IA,Pottawattamie County,2,9395,3046355,IA
