d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,motto text,population
2000,20045,KS,Douglas County,3,17501,Ad astra per aspera,106940
2001,48293,TX,Limestone County,6,4608,Friendship,88845
2002,26109,MI,Menominee County,7,2965,Si quaeris peninsulam amoenam circumspice,23791
2003,47183,TN,Weakley County,7,6591,Agriculture and Commerce,34450
2004,54047,WV,McDowell County,7,6882,Montani semper liberi,20876
2005,41057,OR,Tillamook County,6,3300,Alis volat propriis,25317
2006,47153,TN,Sequatchie County,2,2598,Agriculture and Commerce,14681
2007,48127,TX,Dimmit County,6,2940,Friendship,10897
2008,22071,LA,Orleans Parish,1,91421,,389617
2009,48049,TX,Brown County,5,6217,Friendship,37749
2010,18031,IN,Decatur County,6,3021,The Crossroads of America,11661
2011,48497,TX,Wise County,1,7591,Friendship,60939
2012,21071,KY,Floyd County,7,11137,Deo gratiam habeamus,38728
2013,18109,IN,Morgan County,1,7254,The Crossroads of America,119787
2014,29139,MO,Montgomery County,8,1739,Salus populi suprema lex esto,1058810
2015,37111,NC,McDowell County,6,8050,Esse quam videri,20876
2016,47093,TN,Knox County,2,65480,Agriculture and Commerce,39550
2017,40039,OK,Custer County,7,4984,Labor omnia vincit,4249
2018,39059,OH,Guernsey County,6,7161,The Heart of It All,39636
2019,13267,GA,Tattnall County,6,6108,"Wisdom, Justice, Moderation",25526
2020,2164,AK,Lake and Peninsula Borough,9,325,North to the Future,1648
2021,49031,UT,Piute County,9,253,Industry,1510
2022,27001,MN,Aitkin County,8,2010,LՃtoile du Nord,15742
2023,55075,WI,Marinette County,6,4916,Forward,41610
2024,20065,KS,Graham County,9,311,Ad astra per aspera,37482
2025,28019,MS,Choctaw County,9,1881,Virtute et armis,13426
2026,30111,MT,Yellowstone County,3,13581,Oro y Plata,154162
2027,51155,VA,Pulaski County,3,4758,Sic semper tyrannis,391284
2028,22003,LA,Allen Parish,6,4588,,25537
2029,5089,AR,Marion County,9,3342,Regnat populus,323614
2030,56009,WY,Converse County,6,1272,Equal Rights,14313
2031,18167,IN,Vigo County,3,17567,The Crossroads of America,108291
2032,12031,FL,Duval County,1,131327,In God We Trust,885855
2033,1013,AL,Butler County,6,4880,Audemus iura nostra defendere,371272
2034,38035,ND,Grand Forks County,3,9318,Serit ut alteri saeclo prosit,69179
2035,20123,KS,Mitchell County,7,712,Ad astra per aspera,15328
2036,19079,IA,Hamilton County,6,1383,Our liberties we prize and our rights we will maintain,4773
2037,18087,IN,Lagrange County,6,3851,The Crossroads of America,37996
2038,20055,KS,Finney County,5,5155,Ad astra per aspera,37098
2039,13175,GA,Laurens County,6,11931,"Wisdom, Justice, Moderation",47999
2040,6001,CA,Alameda County,1,173386,Eureka,1578891
2041,5117,AR,Prairie County,8,1441,Regnat populus,1179
2042,29093,MO,Iron County,6,2184,Salus populi suprema lex esto,46780
2043,13141,GA,Hancock County,7,2453,"Wisdom, Justice, Moderation",54845
2044,46033,SD,Custer County,8,882,,4249
2045,13221,GA,Oglethorpe County,3,2272,"Wisdom, Justice, Moderation",14548
2046,19061,IA,Dubuque County,3,9738,Our liberties we prize and our rights we will maintain,95697
2047,22073,LA,Ouachita Parish,3,37014,,156220
2048,27007,MN,Beltrami County,7,8070,LՃtoile du Nord,45670
2049,22009,LA,Avoyelles Parish,6,9758,,41299
2050,26125,MI,Oakland County,1,106650,Si quaeris peninsulam amoenam circumspice,1231640
2051,12027,FL,DeSoto County,6,9323,In God We Trust,168240
2052,35003,NM,Catron County,9,810,Crescit eundo,3607
2053,49019,UT,Grand County,7,1202,Industry,9360
2054,38047,ND,Logan County,9,238,Serit ut alteri saeclo prosit,35987
2055,36073,NY,Orleans County,1,5905,Excelsior,27169
2056,10003,DE,New Castle County,1,61319,Liberty and Independence,549684
2057,19099,IA,Jasper County,6,3542,Our liberties we prize and our rights we will maintain,35649
2058,24031,MD,Montgomery County,1,71252,"Fatti maschii, parole femine",1058810
2059,47007,TN,Bledsoe County,8,2889,Agriculture and Commerce,12841
2060,48415,TX,Scurry County,7,2377,Friendship,17302
2061,48011,TX,Armstrong County,3,197,Friendship,68107
2062,29009,MO,Barry County,6,7560,Salus populi suprema lex esto,35572
2063,18173,IN,Warrick County,2,4615,The Crossroads of America,61049
2064,19033,IA,Cerro Gordo County,5,4907,Our liberties we prize and our rights we will maintain,43575
2065,1109,AL,Pike County,6,7793,Audemus iura nostra defendere,63380
2066,37073,NC,Gates County,8,1731,Esse quam videri,11650
2067,48379,TX,Rains County,8,1657,Friendship,11065
2068,42045,PA,Delaware County,1,58546,"Virtue, liberty, and independence",46722
2069,31107,NE,Knox County,9,1076,Equality before the law,39550
2070,51735,VA,Poquoson city,1,650,Sic semper tyrannis,
2071,21001,KY,Adair County,7,4633,Deo gratiam habeamus,22194
2072,42041,PA,Cumberland County,2,18620,"Virtue, liberty, and independence",285456
2073,27173,MN,Yellow Medicine County,9,963,LՃtoile du Nord,10143
2074,18155,IN,Switzerland County,8,1780,The Crossroads of America,10526
2075,51580,VA,Covington city,6,862,Sic semper tyrannis,
2076,8091,CO,Ouray County,9,426,Nil sine numine,4557
2077,48491,TX,Williamson County,1,30201,Friendship,198901
2078,13095,GA,Dougherty County,3,26389,"Wisdom, Justice, Moderation",92969
2079,18063,IN,Hendricks County,1,9008,The Crossroads of America,153879
2080,20139,KS,Osage County,3,1707,Ad astra per aspera,47987
2081,21005,KY,Anderson County,6,2335,Deo gratiam habeamus,75542
2082,51630,VA,Fredericksburg city,1,3755,Sic semper tyrannis,28360
2083,40009,OK,Beckham County,7,3515,Labor omnia vincit,23637
2084,12023,FL,Columbia County,6,11449,In God We Trust,49344
2085,27151,MN,Swift County,7,942,LՃtoile du Nord,9546
2086,31153,NE,Sarpy County,2,10294,Equality before the law,169331
2087,21199,KY,Pulaski County,5,11876,Deo gratiam habeamus,391284
2088,12055,FL,Highlands County,4,19035,In God We Trust,97616
2089,5083,AR,Logan County,6,3867,Regnat populus,35987
2090,51163,VA,Rockbridge County,6,2735,Sic semper tyrannis,22307
2091,22001,LA,Acadia Parish,4,14228,,62204
2092,19131,IA,Mitchell County,7,1064,Our liberties we prize and our rights we will maintain,15328
2093,20169,KS,Saline County,5,6426,Ad astra per aspera,114404
2094,48125,TX,Dickens County,8,406,Friendship,2291
2095,17145,IL,Perry County,7,2953,"State sovereignty, national union",28010
2096,21031,KY,Butler County,8,2234,Deo gratiam habeamus,371272
2097,47061,TN,Grundy County,8,2969,Agriculture and Commerce,50228
2098,48237,TX,Jack County,6,1315,Friendship,8957
2099,49017,UT,Garfield County,9,524,Industry,5083
2100,36115,NY,Washington County,3,6479,Excelsior,32190
2101,51840,VA,Winchester city,3,3966,Sic semper tyrannis,
2102,24035,MD,Queen Anne's County,1,3528,"Fatti maschii, parole femine",48517
2103,38013,ND,Burke County,9,196,Serit ut alteri saeclo prosit,89842
2104,1049,AL,DeKalb County,6,14362,Audemus iura nostra defendere,713340
2105,54007,WV,Braxton County,8,2998,Montani semper liberi,14502
2106,40003,OK,Alfalfa County,9,750,Labor omnia vincit,5847
2107,40107,OK,Okfuskee County,6,2792,Labor omnia vincit,12377
2108,46109,SD,Roberts County,9,1801,,10251
2109,19185,IA,Wayne County,9,1134,Our liberties we prize and our rights we will maintain,1775273
2110,51015,VA,Augusta County,4,6590,Sic semper tyrannis,73912
2111,20113,KS,McPherson County,6,2704,Ad astra per aspera,29569
2112,53047,WA,Okanogan County,6,8082,bye and bye,41193
2113,55129,WI,Washburn County,6,1953,Forward,15686
2114,13007,GA,Baker County,3,871,"Wisdom, Justice, Moderation",16018
2115,48219,TX,Hockley County,6,3817,Friendship,23530
2116,42131,PA,Wyoming County,2,3021,"Virtue, liberty, and independence",23019
2117,40127,OK,Pushmataha County,9,2402,Labor omnia vincit,11233
2118,20109,KS,Logan County,9,275,Ad astra per aspera,35987
2119,48367,TX,Parker County,1,11838,Friendship,121418
2120,55031,WI,Douglas County,2,5733,Forward,106940
2121,27049,MN,Goodhue County,4,3513,LՃtoile du Nord,46464
2122,37101,NC,Johnston County,2,25065,Esse quam videri,177967
2123,20107,KS,Linn County,1,1569,Ad astra per aspera,118765
2124,16043,ID,Fremont County,6,2062,Esto perpetua,40998
2125,36065,NY,Oneida County,2,35553,Excelsior,233585
2126,48047,TX,Brooks County,6,2299,Friendship,15516
2127,30107,MT,Wheatland County,9,390,Oro y Plata,2134
2128,41039,OR,Lane County,2,66339,Alis volat propriis,356212
2129,35006,NM,Cibola County,6,6712,Crescit eundo,27335
2130,28071,MS,Lafayette County,6,9851,Virtute et armis,32943
2131,51620,VA,Franklin city,6,1491,Sic semper tyrannis,
2132,21053,KY,Clinton County,9,2538,Deo gratiam habeamus,81591
2133,37089,NC,Henderson County,2,13707,Esse quam videri,109540
2134,46007,SD,Bennett County,9,1159,,3452
2135,5041,AR,Desha County,6,3125,Regnat populus,12505
2136,47073,TN,Hawkins County,3,10717,Agriculture and Commerce,56800
2137,27079,MN,Le Sueur County,6,2289,LՃtoile du Nord,27810
2138,12083,FL,Marion County,2,58992,In God We Trust,323614
2139,19089,IA,Howard County,7,900,Our liberties we prize and our rights we will maintain,304580
2140,30095,MT,Stillwater County,8,784,Oro y Plata,9318
2141,20205,KS,Wilson County,7,1402,Ad astra per aspera,121945
2142,12095,FL,Orange County,1,209800,In God We Trust,3114363
2143,12063,FL,Jackson County,6,9045,In God We Trust,208545
2144,40069,OK,Johnston County,7,2355,Labor omnia vincit,177967
2145,48289,TX,Leon County,8,3090,Friendship,16742
2146,18041,IN,Fayette County,7,4071,The Crossroads of America,45599
2147,40075,OK,Kiowa County,6,1981,Labor omnia vincit,9341
2148,1021,AL,Chilton County,1,7960,Audemus iura nostra defendere,43951
2149,48025,TX,Bee County,4,6798,Friendship,32563
2150,39159,OH,Union County,1,3194,The Heart of It All,25652
2151,36025,NY,Delaware County,6,7613,Excelsior,46722
2152,19021,IA,Buena Vista County,7,2338,Our liberties we prize and our rights we will maintain,20567
2153,51165,VA,Rockingham County,3,7575,Sic semper tyrannis,299134
2154,4007,AZ,Gila County,4,10678,Ditat Deus,53053
2155,5047,AR,Franklin County,2,3103,Regnat populus,71221
2156,45077,SC,Pickens County,2,17297,Dum spiro spero,119829
2157,54101,WV,Webster County,9,2564,Montani semper liberi,8893
2158,37033,NC,Caswell County,8,4265,Esse quam videri,23190
2159,47169,TN,Trousdale County,1,1244,Agriculture and Commerce,7828
2160,37097,NC,Iredell County,4,18166,Esse quam videri,164517
2161,42027,PA,Centre County,3,24173,"Virtue, liberty, and independence",155403
2162,36087,NY,Rockland County,1,46260,Excelsior,320903
2163,31021,NE,Burt County,8,683,Equality before the law,6574
2164,13273,GA,Terrell County,3,2695,"Wisdom, Justice, Moderation",903
2165,36071,NY,Orange County,2,46624,Excelsior,3114363
2166,26105,MI,Mason County,7,4355,Si quaeris peninsulam amoenam circumspice,27126
2167,20137,KS,Norton County,7,640,Ad astra per aspera,5622
2168,22027,LA,Claiborne Parish,7,4593,,16650
2169,13077,GA,Coweta County,1,13867,"Wisdom, Justice, Moderation",133180
2170,20081,KS,Haskell County,9,402,Ad astra per aspera,13052
2171,44003,RI,Kent County,1,15726,Hope,621700
2172,13193,GA,Macon County,6,3701,"Wisdom, Justice, Moderation",33857
2173,38103,ND,Wells County,9,419,Serit ut alteri saeclo prosit,27814
2174,42091,PA,Montgomery County,1,49697,"Virtue, liberty, and independence",1058810
2175,31089,NE,Holt County,7,1063,Equality before the law,10449
2176,45019,SC,Charleston County,2,57691,Dum spiro spero,372803
2177,28153,MS,Wayne County,7,5145,Virtute et armis,1775273
2178,24033,MD,Prince George's County,1,81629,"Fatti maschii, parole femine",890081
2179,31043,NE,Dakota County,3,2405,Equality before the law,408509
2180,51187,VA,Warren County,1,3922,Sic semper tyrannis,65337
2181,37173,NC,Swain County,8,2357,Esse quam videri,14058
2182,40053,OK,Grant County,9,581,Labor omnia vincit,7283
2183,19075,IA,Grundy County,3,768,Our liberties we prize and our rights we will maintain,50228
2184,38027,ND,Eddy County,9,229,Serit ut alteri saeclo prosit,55471
2185,54025,WV,Greenbrier County,7,5520,Montani semper liberi,35644
2186,26047,MI,Emmet County,7,3841,Si quaeris peninsulam amoenam circumspice,33140
2187,49029,UT,Morgan County,2,493,Industry,119787
2188,48439,TX,Tarrant County,1,270348,Friendship,1911541
2189,21119,KY,Knott County,9,5659,Deo gratiam habeamus,15976
2190,37009,NC,Ashe County,9,4307,Esse quam videri,27151
2191,17053,IL,Ford County,3,1472,"State sovereignty, national union",13832
2192,27021,MN,Cass County,9,4445,LՃtoile du Nord,28555
2193,54059,WV,Mingo County,6,6902,Montani semper liberi,25900
2194,40023,OK,Choctaw County,7,3922,Labor omnia vincit,13426
2195,48117,TX,Deaf Smith County,6,3177,Friendship,19177
2196,34009,NJ,Cape May County,3,10964,Liberty and prosperity,95897
2197,55085,WI,Oneida County,7,3352,Forward,233585
2198,5051,AR,Garland County,3,17037,Regnat populus,97173
2199,2122,AK,Kenai Peninsula Borough,7,6835,North to the Future,57147
2200,39031,OH,Coshocton County,6,4581,The Heart of It All,36760
2201,18067,IN,Howard County,3,12011,The Crossroads of America,304580
2202,27013,MN,Blue Earth County,5,9397,LՃtoile du Nord,65528
2203,36059,NY,Nassau County,1,82192,Excelsior,1352146
2204,46103,SD,Pennington County,3,15515,,105761
2205,48173,TX,Glasscock County,8,114,Friendship,1251
2206,27129,MN,Renville County,9,1412,LՃtoile du Nord,15166
2207,36067,NY,Onondaga County,2,65822,Excelsior,468387
2208,27023,MN,Chippewa County,7,1066,LՃtoile du Nord,38696
2209,54037,WV,Jefferson County,1,5563,Montani semper liberi,659479
2210,51003,VA,Albemarle County,3,8524,Sic semper tyrannis,103000
2211,12121,FL,Suwannee County,6,8244,In God We Trust,43734
2212,37049,NC,Craven County,5,15047,Esse quam videri,104489
2213,12039,FL,Gadsden County,2,8906,In God We Trust,46194
2214,46015,SD,Brule County,9,652,,5366
2215,46115,SD,Spink County,7,676,,6610
2216,30025,MT,Fallon County,9,262,Oro y Plata,3079
2217,22023,LA,Cameron Parish,3,841,,6744
2218,53021,WA,Franklin County,3,12972,bye and bye,71221
2219,37119,NC,Mecklenburg County,1,127889,Esse quam videri,990977
2220,46035,SD,Davison County,7,2069,,19823
2221,54081,WV,Raleigh County,4,12684,Montani semper liberi,78833
2222,27069,MN,Kittson County,9,466,LՃtoile du Nord,4503
2223,12011,FL,Broward County,1,256027,In God We Trust,1838844
2224,30055,MT,McCone County,9,261,Oro y Plata,1709
2225,48089,TX,Colorado County,6,2985,Friendship,20752
2226,39047,OH,Fayette County,6,4489,The Heart of It All,45599
2227,41035,OR,Klamath County,5,12408,Alis volat propriis,65910
2228,31051,NE,Dixon County,3,480,Equality before the law,5851
2229,37117,NC,Martin County,6,5175,Esse quam videri,20422
2230,8041,CO,El Paso County,2,76997,Nil sine numine,655044
2231,47087,TN,Jackson County,8,2479,Agriculture and Commerce,208545
2232,39005,OH,Ashland County,4,6235,The Heart of It All,16016
2233,17201,IL,Winnebago County,2,43858,"State sovereignty, national union",290666
2234,20039,KS,Decatur County,9,404,Ad astra per aspera,11661
2235,38085,ND,Sioux County,8,1543,Serit ut alteri saeclo prosit,1313
2236,5065,AR,Izard County,9,2492,Regnat populus,13368
2237,37067,NC,Forsyth County,2,62994,Esse quam videri,361220
2238,36013,NY,Chautauqua County,4,23921,Excelsior,133080
2239,29195,MO,Saline County,6,3436,Salus populi suprema lex esto,114404
2240,12009,FL,Brevard County,2,84028,In God We Trust,550823
2241,17129,IL,Menard County,3,1191,"State sovereignty, national union",2148
2242,40025,OK,Cimarron County,9,381,Labor omnia vincit,2335
2243,56007,WY,Carbon County,7,1787,Equal Rights,15748
2244,16027,ID,Canyon County,2,31525,Esto perpetua,198871
2245,40125,OK,Pottawatomie County,4,12400,Labor omnia vincit,71158
2246,5013,AR,Calhoun County,9,847,Regnat populus,135012
2247,13303,GA,Washington County,7,5063,"Wisdom, Justice, Moderation",32190
2248,6087,CA,Santa Cruz County,2,35339,Eureka,46768
2249,18065,IN,Henry County,4,7244,The Crossroads of America,49044
2250,48051,TX,Burleson County,3,2519,Friendship,17169
2251,54029,WV,Hancock County,3,3876,Montani semper liberi,54845
2252,28077,MS,Lawrence County,8,2502,Virtute et armis,33587
2253,47037,TN,Davidson County,1,99415,Agriculture and Commerce,658602
2254,47173,TN,Union County,2,4204,Agriculture and Commerce,25652
2255,28127,MS,Simpson County,2,6095,Virtute et armis,27500
2256,51029,VA,Buckingham County,8,2613,Sic semper tyrannis,17136
2257,19127,IA,Marshall County,4,4755,Our liberties we prize and our rights we will maintain,94760
2258,6025,CA,Imperial County,3,40601,Eureka,176584
2259,28139,MS,Tippah County,7,5409,Virtute et armis,22084
2260,20129,KS,Morton County,9,342,Ad astra per aspera,28990
2261,38075,ND,Renville County,9,205,Serit ut alteri saeclo prosit,15166
2262,30075,MT,Powder River County,9,183,Oro y Plata,1748
2263,5023,AR,Cleburne County,6,4047,Regnat populus,25686
2264,17113,IL,McLean County,3,20429,"State sovereignty, national union",9517
2265,36097,NY,Schuyler County,6,2684,Excelsior,18460
2266,1007,AL,Bibb County,1,4099,Audemus iura nostra defendere,22915
2267,2090,AK,Fairbanks North Star Borough,3,8144,North to the Future,100436
2268,32031,NV,Washoe County,2,56064,All For Our Country,433731
2269,13173,GA,Lanier County,3,2316,"Wisdom, Justice, Moderation",10408
2270,1011,AL,Bullock County,6,2841,Audemus iura nostra defendere,10639
2271,26043,MI,Dickinson County,5,3195,Si quaeris peninsulam amoenam circumspice,16955
2272,20075,KS,Hamilton County,9,341,Ad astra per aspera,4773
2273,6095,CA,Solano County,2,48701,Eureka,424788
2274,21153,KY,Magoffin County,9,3993,Deo gratiam habeamus,12950
2275,8007,CO,Archuleta County,7,1523,Nil sine numine,12194
2276,46071,SD,Jackson County,8,1011,,208545
2277,22107,LA,Tensas Parish,9,1444,,4908
2278,48231,TX,Hunt County,1,14584,Friendship,87048
2279,29099,MO,Jefferson County,1,22484,Salus populi suprema lex esto,659479
2280,30027,MT,Fergus County,7,1619,Oro y Plata,11501
2281,51550,VA,Chesapeake city,1,20071,Sic semper tyrannis,673
2282,47033,TN,Crockett County,8,2491,Agriculture and Commerce,3807
2283,48295,TX,Lipscomb County,9,426,Friendship,3485
2284,38011,ND,Bowman County,9,262,Serit ut alteri saeclo prosit,3214
2285,47083,TN,Houston County,8,1413,Agriculture and Commerce,22911
2286,37183,NC,Wake County,2,94001,Esse quam videri,974289
2287,33007,NH,Coos County,7,4072,Live Free or Die,31997
2288,26161,MI,Washtenaw County,2,49933,Si quaeris peninsulam amoenam circumspice,354240
2289,29129,MO,Mercer County,9,498,Salus populi suprema lex esto,61984
